id,appeal_id,text,modified_text,content_type,true_toxicity,correct_action,noisy_toxicity_score,confidence_level,follower_bucket,group,is_adversarial,user_id,day,violation_history,last_action,escalation_level,original_action_taken,should_reverse,label
56,56,"BKBKBKBK
IM SOOO SORRY FOR SAYIN THOSE NAUGHTY WORDS TO YOU. I JUST HAVE ONE MORE THING TO SAY.

FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
O YEA DID I MENTION
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!

COLLEGE POINT MUTHAFCKER!!!!!!!!!!","BKBKBKBK
IM SOOO SORRY FOR SAYIN THOSE NAUGHTY WORDS TO YOU. I JUST HAVE ONE MORE THING TO SAY.

FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
O YEA DID I MENTION
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!
FUCKK YOU ASSWHOLE BITCH NIGGER CUNT PUSSY ASS DICKFACE DIPSHIT DOUCHEBAG SLUT WHORE SHITTY WIGGER!!!

COLLEGE POINT MUTHAFCKER!!!!!!!!!!",hate_speech,1,2,0.6542,0.9042,0,A,0,0,0,0,0,0,2,0,1
57,57,the private organization,the private organization,general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
58,58,"Fuck you! 

It war now asshole!!","Fuck you! 

It war now asshole!!",sexual,1,2,0.8742,0.7758,0,B,0,0,0,0,0,0,2,0,1
59,59,"Haha
Moron.. I told you to shut up.. -","Haha
Moron.. I told you to shut up.. -",humor,1,0,0.0701,0.8701,0,A,0,0,0,0,0,0,0,1,1
60,60,"Mr.Mosin, the issue is about Russian military, not Ukrainian. You may want to read several relevant talk sections above if you're interested. By the way, some of my fellow editors seem to be deliberately partitioning the discussion on the subject here (, probably trying to promote a false claim that I'm avoiding consensus attempts. Happy edits,","Mr.Mosin, the issue is about Russian military, not Ukrainian. You may want to read several relevant talk sections above if you're interested. By the way, some of my fellow editors seem to be deliberately partitioning the discussion on the subject here (, probably trying to promote a false claim that I'm avoiding consensus attempts. Happy edits,",personal,0,0,0.1452,0.8548,0,B,0,0,0,0,0,0,0,0,0
61,61,"Wendy, get lost. Really. Not everybody shares your bigoted views. And Antonio, quite frankly, you're a fucker for comparing Mercado's sexuality to Babe Ruth's alcoholism. Get the fuck off the site. Now. 98.232.181.201","Wendy, get lost. Really. Not everybody shares your bigoted views. And Antonio, quite frankly, you're a fucker for comparing Mercado's sexuality to Babe Ruth's alcoholism. Get the fuck off the site. Now. 98.232.181.201",sexual,1,1,0.1476,0.7476,0,A,0,0,0,0,0,0,1,0,1
62,62,"""
""""Anti-immigrant hate groups are the most extreme of the hundreds of nativist and vigilante groups that have proliferated since the late 1990s, when anti-immigration xenophobia began to rise to levels not seen in the United States since the 1920s."""" - ACTUAL QUOTE. FIRST PARAGRAPH. WHAT THE FUCK ARE YOU SMOKING?""","""
""""Anti-immigrant hate groups are the most extreme of the hundreds of nativist and vigilante groups that have proliferated since the late 1990s, when anti-immigration xenophobia began to rise to levels not seen in the United States since the 1920s."""" - ACTUAL QUOTE. FIRST PARAGRAPH. WHAT THE FUCK ARE YOU SMOKING?""",sexual,1,0,0.1498,0.9498,0,A,0,0,0,0,0,0,0,1,1
63,63,I'm with Phil on this one - please help maintain what is a pleasant Wiki atmosphere!,I'm with Phil on this one - please help maintain what is a pleasant Wiki atmosphere!,personal,0,0,0.0244,0.9756,1,A,0,0,0,0,0,0,0,0,0
64,64,"FisherQueen, would you kindly stop following my every move and deleting things off MY user page. Havent you got anything better to do than piss people off on Wikipedia.","FisherQueen, would you kindly stop following my every move and deleting things off MY user page. Havent you got anything better to do than piss people off on Wikipedia.",general,1,0,0.2879,0.9121,1,A,0,0,0,0,0,0,0,1,1
65,65,"Wrong click? 

I presume this edit was an accident?","Wrong click? 

I presume this edit was an accident?",general,0,0,0.1067,0.8933,0,A,0,0,0,0,0,0,0,0,0
66,66,Thanks. It's sad that SDL has low abstraction possibilities. I think Mathematica has fantastically flexible and expressive syntax. And some intermediate tool could help develop complex math visualisation.,Thanks. It's sad that SDL has low abstraction possibilities. I think Mathematica has fantastically flexible and expressive syntax. And some intermediate tool could help develop complex math visualisation.,personal,0,0,0.119,0.881,0,B,0,0,0,0,0,0,0,0,0
67,67,"""::: You are wrong. Although I was blocked on some occasions, I was never blocked for Sockpuppetry or Vandalism. It was because of disputes on multiple topics with various socks of user:Hkelkar & user:VandalPetrol, both of which are permabanned. I have never used any other account. If you are permitted to edit then you should get other accounts deleted which says you are indeffed.  No-Blast 

""","""::: You are wrong. Although I was blocked on some occasions, I was never blocked for Sockpuppetry or Vandalism. It was because of disputes on multiple topics with various socks of user:Hkelkar & user:VandalPetrol, both of which are permabanned. I have never used any other account. If you are permitted to edit then you should get other accounts deleted which says you are indeffed.  No-Blast 

""",personal,0,0,0.0,1.0,0,A,0,0,0,0,0,0,0,0,0
68,68,"""

 Possibly unfree Image:Afif-Safieh.jpg 
 An image that you uploaded or altered, Image:Afif-Safieh.jpg, has been listed at Wikipedia:Possibly unfree images because its copyright status is disputed. If the image's copyright status cannot be verified, it may be deleted. Please go to its page for more information if you are interested in it not being deleted. Thank you. -T ""","""

 Possibly unfree Image:Afif-Safieh.jpg 
 An image that you uploaded or altered, Image:Afif-Safieh.jpg, has been listed at Wikipedia:Possibly unfree images because its copyright status is disputed. If the image's copyright status cannot be verified, it may be deleted. Please go to its page for more information if you are interested in it not being deleted. Thank you. -T """,general,0,0,0.0,1.0,1,B,0,0,0,0,0,0,0,0,0
69,69,"Fuck you, you piece of shit 

Fuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of sh","Fuck you, you piece of shit 

Fuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of sh",sexual,1,2,0.7787,0.8713,1,B,0,0,0,0,0,0,2,0,1
